id,Artist,Song Title,Year,Rank,Genre
2241,Wanted,Glad You Came,2012.0,6,Pop/Hip-Hop/Dance
2242,Kelly Clarkson,Stronger (What Doesn't Kill You),2012.0,7,Pop Rock
2243,Rihanna feat. Calvin Harris,We Found Love,2012.0,8,Pop/R&B/Dance
2244,Nicki Minaj,Starships,2012.0,9,Hip-Hop/Pop
2245,One Direction,What Makes You Beautiful,2012.0,10,Pop/Hip-Hop/Dance
2246,Flo Rida feat. Sia,Wild Ones,2012.0,11,Hip-Hop/Pop
2247,Adele,Set Fire To The Rain,2012.0,12,Pop/Soul
2248,LMFAO,Sexy And I Know It,2012.0,13,Pop/Hip-Hop/Dance
2249,fun.,Some Nights,2012.0,14,Pop/Hip-Hop/Dance
2250,Katy Perry,Wide Awake,2012.0,15,Pop
2251,Flo Rida,Good Feeling,2012.0,16,Hip-Hop/Pop
2252,Flo Rida,Whistle,2012.0,17,Hip-Hop/Pop
2253,Maroon 5,One More Night,2012.0,18,Pop Rock
2254,Train,Drive By,2012.0,19,Pop Rock
2255,Drake feat. Lil Wayne,The Motto,2012.0,20,Hip-Hop/R&B
2256,Rihanna,Where Have You Been,2012.0,21,Pop/R&B/Dance
2257,Neon Trees,Everybody Talks,2012.0,22,Pop/Hip-Hop/Dance
2258,Drake feat. Rihanna,Take Care,2012.0,23,Hip-Hop/R&B
2259,David Guetta feat. Sia,Titanium,2012.0,24,Pop/Hip-Hop/Dance
2260,Jason Mraz,I Won't Give Up,2012.0,25,Pop/Hip-Hop/Dance
2261,Bruno Mars,It Will Rain,2012.0,26,Pop/Funk/Soul
2262,"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,2012.0,27,Pop/Hip-Hop/Dance
2263,Justin Bieber,Boyfriend,2012.0,28,Pop/R&B
2264,Alex Clare,Too Close,2012.0,30,Pop/Hip-Hop/Dance
2265,Katy Perry,Part Of Me,2012.0,31,Pop
2266,Snoop Dogg and Wiz Khalifa feat. Bruno Mars,"Young, Wild and Free",2012.0,32,Hip-Hop
2267,Taylor Swift,We Are Never Ever Getting Back Together,2012.0,33,Country/Pop
2268,Justin Bieber feat. Big Sean,As Long as You Love Me,2012.0,34,Pop/R&B
2269,David Guetta feat. Nicki Minaj,Turn Me On,2012.0,35,Pop/Hip-Hop/Dance
2270,P!nk,Blow Me (One Last Kiss),2012.0,37,Pop/Hip-Hop/Dance
2271,Owl City and Carly Rae Jepsen,Good Time,2012.0,38,Pop/Hip-Hop/Dance
2272,Demi Lovato,Give Your Heart A Break,2012.0,39,Pop/Rock
2273,Jay Z and Kanye West,Ni**As In Paris,2012.0,40,Pop/Hip-Hop/Dance
2274,Katy Perry,The One That Got Away,2012.0,41,Pop
2275,Calvin Harris,Feel So Close,2012.0,42,Pop/Hip-Hop/Dance
2276,Usher,Scream,2012.0,44,R&B/Pop
2277,Tyga,Rack City,2012.0,45,Pop/Hip-Hop/Dance
2278,Jessie J,Domino,2012.0,46,Pop/Hip-Hop/Dance
2279,Psy,Gangnam Style,2012.0,47,Pop/Hip-Hop/Dance
2280,Pitbull feat. Chris Brown,International Love,2012.0,48,Pop/Hip-Hop/Dance
2281,Phillip Phillips,Home,2012.0,49,Pop/Hip-Hop/Dance
2282,David Guetta feat. Usher,Without You,2012.0,50,Pop/Hip-Hop/Dance
2283,Macklemore and Ryan Lewis feat. Wanz,Thrift Shop,2013.0,1,Pop/Hip-Hop/Dance
2284,Robin Thicke feat. T.I. and Pharrell,Blurred Lines,2013.0,2,Pop/Hip-Hop/Dance
2285,Imagine Dragons,Radioactive,2013.0,3,Alternative Rock
2286,Baauer,Harlem Shake,2013.0,4,Pop/Hip-Hop/Dance
2287,Justin Timberlake,Mirrors,2013.0,6,Pop/R&B
2288,P!nk feat. Nate Ruess,Just Give Me A Reason,2013.0,7,Pop/Hip-Hop/Dance
2289,Bruno Mars,When I Was Your Man,2013.0,8,Pop/Funk/Soul
2290,Florida Georgia Line feat. Nelly,Cruise,2013.0,9,Pop/Hip-Hop/Dance
2291,Katy Perry,Roar,2013.0,10,Pop
2292,Bruno Mars,Locked Out Of Heaven,2013.0,11,Pop/Funk/Soul
2293,Lumineers,Ho Hey,2013.0,12,Pop/Hip-Hop/Dance
2294,Rihanna feat. Mikky Ekko,Stay,2013.0,13,Pop/R&B/Dance
2295,Daft Punk feat. Pharrell Williams,Get Lucky,2013.0,14,Pop/Hip-Hop/Dance
2296,Lorde,Royals,2013.0,15,Alternative Pop
2297,Taylor Swift,I Knew You Were Trouble,2013.0,16,Country/Pop
2298,Miley Cyrus,We Can't Stop,2013.0,17,Pop/Rock/Country
2299,Miley Cyrus,Wrecking Ball,2013.0,18,Pop/Rock/Country
2300,Avicii,Wake Me Up!,2013.0,19,Pop/Hip-Hop/Dance
2301,Justin Timberlake feat. Jay Z,Suit and Tie,2013.0,20,Pop/R&B
2302,Jay Z feat. Justin Timberlake,Holy Grail,2013.0,22,Pop/Hip-Hop/Dance
2303,will.i.am and Britney Spears,Scream and Shout,2013.0,23,Pop/Hip-Hop/Dance
2304,Zedd feat. Foxes,Clarity,2013.0,24,Pop/Hip-Hop/Dance
2305,AWOLNATION,Sail,2013.0,25,Pop/Hip-Hop/Dance
2306,Swedish House Mafia feat. John Martin,Don't You Worry Child,2013.0,26,Pop/Hip-Hop/Dance
2307,Rihanna,Diamonds,2013.0,27,Pop/R&B/Dance
2308,Icona Pop feat. Charli XCX,I Love It,2013.0,28,Pop/Hip-Hop/Dance
2309,Capital Cities,Safe And Sound,2013.0,29,Pop/Hip-Hop/Dance
2310,Bruno Mars,Treasure,2013.0,30,Pop/Funk/Soul
2311,Ariana Grande feat. Mac Miller,The Way,2013.0,31,Pop/R&B
2312,Drake,Started From The Bottom,2013.0,32,Hip-Hop/R&B
2313,Selena Gomez,Come and Get It,2013.0,33,Pop/Dance
2314,Drake feat. Majid Jordan,"Hold On, We're Going Home",2013.0,34,Hip-Hop/R&B
2315,Maroon 5,Daylight,2013.0,35,Pop Rock
2316,Pitbull feat. Christina Aguilera,Feel This Moment,2013.0,36,Pop/Hip-Hop/Dance
2317,Lady Gaga,Applause,2013.0,37,Pop/Electronic
2318,Lil Wayne feat. Drake and Future,Love Me,2013.0,39,Hip-Hop/R&B
2319,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2013.0,40,Pop Punk
2320,"A$AP Rocky feat. Drake, 2 Chainz and Kendrick Lamar",F**kin Problems,2013.0,41,Hip-Hop/R&B
2321,Justin Bieber feat. Nicki Minaj,Beauty And A Beat,2013.0,42,Pop/R&B
2322,Macklemore and Ryan Lewis feat. Mary Lambert,Same Love,2013.0,43,Pop/Hip-Hop/Dance
2323,Calvin Harris feat. Florence Welch,Sweet Nothing,2013.0,44,Pop/Hip-Hop/Dance
2324,Lana Del Rey and Cedric Gervais,Summertime Sadness,2013.0,45,Alternative Pop
2325,Imagine Dragons,It's Time,2013.0,47,Alternative Rock
2326,J. Cole feat. Miguel,Power Trip,2013.0,48,Hip-Hop
2327,Alicia Keys feat. Nicki Minaj,Girl On Fire,2013.0,49,R&B/Soul
2328,Demi Lovato,Heart Attack,2013.0,50,Pop/Rock
2329,Pharrell Williams,Happy,2014.0,1,Pop/Hip-Hop/Dance
2330,Katy Perry feat. Juicy J,Dark Horse,2014.0,2,Pop
2331,John Legend,All Of Me,2014.0,3,Pop/Hip-Hop/Dance
2332,Iggy Azalea feat. Charli XCX,Fancy,2014.0,4,Pop/Hip-Hop/Dance
2333,OneRepublic,Counting Stars,2014.0,5,Pop Rock
2334,Jason Derulo feat. 2 Chainz,Talk Dirty,2014.0,6,Pop/R&B
2335,MAGIC!,Rude,2014.0,7,Pop/Hip-Hop/Dance
2336,Meghan Trainor,All About That Bass,2014.0,8,Pop
2337,Ariana Grande feat. Iggy Azalea,Problem,2014.0,9,Pop/R&B
2338,Sam Smith,Stay With Me,2014.0,10,Pop/Soul
2339,Pitbull feat. Ke$ha,Timber,2014.0,11,Pop/Hip-Hop/Dance
2340,Bastille,Pompeii,2014.0,12,Pop/Hip-Hop/Dance
2341,Taylor Swift,Shake It Off,2014.0,13,Pop/Synth-pop
2342,Nico and Vinz,Am I Wrong,2014.0,14,Pop/Hip-Hop/Dance
2343,DJ Snake and Lil Jon,Turn Down For What,2014.0,15,Hip-Hop
2344,Eminem feat. Rihanna,The Monster,2014.0,16,Hip-Hop
2345,A Great Big World and Christina Aguilera,Say Something,2014.0,17,Pop/Hip-Hop/Dance
2346,Lorde,Team,2014.0,18,Alternative Pop
2347,Passenger,Let Her Go,2014.0,19,Pop/Hip-Hop/Dance
2348,Idina Menzel,Let It Go,2014.0,21,Pop/Hip-Hop/Dance
2349,Imagine Dragons,Demons,2014.0,23,Alternative Rock
2350,One Direction,Story Of My Life,2014.0,24,Pop/Hip-Hop/Dance
2351,Sia,Chandelier,2014.0,25,Pop/Hip-Hop/Dance
2352,Iggy Azalea feat. Rita Ora,Black Widow,2014.0,26,Pop/Hip-Hop/Dance
2353,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,2014.0,27,Pop/Hip-Hop/Dance
2354,Disclosure feat. Sam Smith,Latch,2014.0,28,Pop/Hip-Hop/Dance
2355,Maroon 5,Maps,2014.0,29,Pop Rock
2356,Chris Brown feat. Lil Wayne and French Montana or Too $hort or Tyga,Loyal,2014.0,30,R&B/Pop
2357,American Authors,Best Day Of My Life,2014.0,31,Pop/Hip-Hop/Dance
2358,Tove Lo,Habits (Stay High),2014.0,32,Pop/Hip-Hop/Dance
2359,Calvin Harris,Summer,2014.0,33,Pop/Hip-Hop/Dance
2360,Charli XCX,Boom Clap,2014.0,34,Pop/Hip-Hop/Dance
2361,Nicki Minaj,Anaconda,2014.0,36,Hip-Hop/Pop
2362,Ariana Grande feat. Zedd,Break Free,2014.0,37,Pop/R&B
2363,Enrique Iglesias feat. Descemer Bueno and Gente De Zona,Bailando,2014.0,38,Latin Pop
2364,Ellie Goulding,Burn,2014.0,39,Pop/Electronic
2365,Jason Derulo feat. Snoop Dogg,Wiggle,2014.0,40,Pop/R&B
2366,Clean Bandit feat. Jess Glynne,Rather Be,2014.0,41,Pop/Alternative
2367,Jeremih feat. Yg,Don't Tell 'Em,2014.0,42,Pop/Hip-Hop/Dance
2368,Kid Ink feat. Chris Brown,Show Me,2014.0,43,Pop/Hip-Hop/Dance
2369,Justin Timberlake,Not A Bad Thing,2014.0,45,Pop/R&B
2370,Paramore,Ain't It Fun,2014.0,47,Alternative Rock/Pop Punk
2371,Aloe Blacc,The Man,2014.0,48,Pop/Hip-Hop/Dance
2372,Florida Georgia Line feat. Luke Bryan,This Is How We Roll,2014.0,49,Pop/Hip-Hop/Dance
2373,Mkto,Classic,2014.0,50,Pop/Hip-Hop/Dance
2374,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015.0,1,Pop/Hip-Hop/R&B
2375,Ed Sheeran,Thinking Out Loud,2015.0,2,Pop/Folk
2376,Wiz Khalifa feat. Charlie Puth,See You Again,2015.0,3,Pop/Hip-Hop/R&B
2377,Fetty Wap,Trap Queen,2015.0,4,Pop/Hip-Hop/R&B
2378,Maroon 5,Sugar,2015.0,5,Pop Rock
2379,Walk The Moon,Shut Up and Dance,2015.0,6,Pop/Alternative
2380,Taylor Swift,Blank Space,2015.0,7,Pop/Synth-pop
2381,Silento,Watch Me,2015.0,8,Pop/Hip-Hop/R&B
2382,Weeknd,Earned It (Fifty Shades Of Grey),2015.0,9,R&B/Pop
2383,Weeknd,The Hills,2015.0,10,R&B/Pop
2384,OMI,Cheerleader (Felix Jaehn Remix),2015.0,11,Pop/Hip-Hop/R&B
2385,Weeknd,Can't Feel My Face,2015.0,12,R&B/Pop
2386,Ellie Goulding,Love Me Like You Do,2015.0,13,Pop/Electronic
2387,Hozier,Take Me To Church,2015.0,14,Pop/Hip-Hop/R&B
2388,Taylor Swift feat. Kendrick Lamar,Bad Blood,2015.0,15,Pop/Synth-pop
2389,Jason Derulo,Want To Want Me,2015.0,17,Pop/R&B
2390,Skrillex and Diplo With Justin Bieber,Where Are U Now,2015.0,19,Pop/Hip-Hop/R&B
2391,Rachel Platten,Fight Song,2015.0,20,Pop/Hip-Hop/R&B
2392,Fetty Wap feat. Remy Boyz,679,2015.0,21,Pop/Hip-Hop/R&B
2393,Meghan Trainor,Lips Are Movin,2015.0,22,Pop
2394,Fifth Harmony feat. Kid Ink,Worth It,2015.0,23,Pop/Hip-Hop/R&B
2395,Omarion feat. Chris Brown and Jhene Aiko,Post To Be,2015.0,24,Pop/Hip-Hop/R&B
2396,Andy Grammer,"Honey, I'm Good.",2015.0,25,Pop/Hip-Hop/R&B
2397,Sam Smith,I'm Not The Only One,2015.0,26,Pop/Soul
2398,Selena Gomez feat. A$AP Rocky,Good For You,2015.0,27,Pop/Dance
2399,Taylor Swift,Style,2015.0,29,Pop/Synth-pop
2400,Drake,Hotline Bling,2015.0,30,Hip-Hop/R&B
2401,"David Guetta feat. Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama,2015.0,31,Pop/Hip-Hop/R&B
2402,Flo Rida feat. Sage The Gemini and Lookas,G.D.F.R.,2015.0,32,Hip-Hop/Pop
2403,Justin Bieber,What Do You Mean?,2015.0,33,Pop/R&B
2404,Ed Sheeran,Photograph,2015.0,34,Pop/Folk
2405,Adele,Hello,2015.0,35,Pop/Soul
2406,Shawn Mendes,Stitches,2015.0,36,Pop
2407,Tove Lo,Talking Body,2015.0,37,Pop/Hip-Hop/R&B
2408,Nick Jonas,Jealous,2015.0,38,Pop/Hip-Hop/R&B
2409,Pitbull and Ne-Yo,Time Of Our Lives,2015.0,39,Pop/Hip-Hop/R&B
2410,R. City feat. Adam Levine,Locked Away,2015.0,40,Pop/Hip-Hop/R&B
2411,Natalie La Rose feat. Jeremih,Somebody,2015.0,41,Pop/Hip-Hop/R&B
2412,"Rihanna, Kanye West, and Paul McCartney",FourFiveSeconds,2015.0,42,Pop/Hip-Hop/R&B
2413,Fall Out Boy,Centuries,2015.0,43,Pop Punk
2414,Fetty Wap feat. Monty,My Way,2015.0,44,Pop/Hip-Hop/R&B
2415,Sam Hunt,Take Your Time,2015.0,45,Country/Pop
2416,Maroon 5,Animals,2015.0,46,Pop Rock
2417,Rich Homie Quan,Flex (Ooh Ooh Ooh),2015.0,49,Pop/Hip-Hop/R&B
2418,T-Wayne,Nasty Freestyle,2015.0,50,Pop/Hip-Hop/R&B
2419,Justin Bieber,Love Yourself,2016.0,1,Pop/R&B
2420,Justin Bieber,Sorry,2016.0,2,Pop/R&B
2421,Drake feat. WizKid and Kyla,One Dance,2016.0,3,Hip-Hop/R&B
2422,Rihanna feat. Drake,Work,2016.0,4,Hip-Hop/R&B
2423,twenty one pilots,Stressed Out,2016.0,5,Alternative/Electronic
2424,Desiigner,Panda,2016.0,6,Pop/Hip-Hop/R&B
2425,Chainsmokers feat. Daya,Don't Let Me Down,2016.0,8,Pop/Hip-Hop/R&B
2426,Justin Timberlake,Can't Stop The Feeling!,2016.0,9,Pop/R&B
2427,Chainsmokers feat. Halsey,Closer,2016.0,10,Pop/Hip-Hop/R&B
2428,Sia feat. Sean Paul,Cheap Thrills,2016.0,11,Pop/Hip-Hop/R&B
2429,Lukas Graham,7 Years,2016.0,12,Pop/Hip-Hop/R&B
2430,Rihanna,Needed Me,2016.0,13,Pop/R&B/Dance
2431,Flo Rida,My House,2016.0,14,Hip-Hop/Pop
2432,Mike Posner,I Took A Pill In Ibiza,2016.0,15,Pop/Hip-Hop/R&B
2433,Fifth Harmony feat. Ty Dolla $ign,Work From Home,2016.0,16,Pop/Hip-Hop/R&B
2434,Calvin Harris feat. Rihanna,This Is What You Came For,2016.0,17,Pop/Hip-Hop/R&B
2435,DNCE,Cake By The Ocean,2016.0,18,Pop/Hip-Hop/R&B
2436,G-Eazy x Bebe Rexha,"Me, Myself and I",2016.0,19,Pop/Hip-Hop/R&B
2437,twenty one pilots,Ride,2016.0,20,Alternative/Electronic
2438,twenty one pilots,Heathens,2016.0,21,Alternative/Electronic
2439,Zayn,Pillowtalk,2016.0,22,Pop/Hip-Hop/R&B
2440,Major Lazer feat. Justin Bieber and MO,Cold Water,2016.0,25,Pop/Hip-Hop/R&B
2441,Adele,Send My Love (To Your New Lover),2016.0,26,Pop/Soul
2442,Chainsmokers feat. Rozes,Roses,2016.0,27,Pop/Hip-Hop/R&B
2443,Shawn Mendes,Treat You Better,2016.0,28,Pop
2444,Drake feat. Rihanna,Too Good,2016.0,29,Hip-Hop/R&B
2445,Future feat. The Weeknd,Low Life,2016.0,30,Pop/R&B
2446,Pink,Just Like Fire,2016.0,33,Pop/Rock
2447,D.R.A.M. feat. Lil Yachty,Broccoli,2016.0,34,Hip-Hop
2448,Bryson Tiller,Don't,2016.0,35,Pop/Hip-Hop/R&B
2449,Ariana Grande,Dangerous Woman,2016.0,36,Pop/R&B
2450,Drake and Future,Jumpman,2016.0,37,Hip-Hop/R&B
2451,gnash feat. Olivia O'Brien,I Hate U I Love U,2016.0,38,Pop/Hip-Hop/R&B
2452,Alessia Cara,Here,2016.0,39,Pop/Hip-Hop/R&B
2453,Selena Gomez,Same Old Love,2016.0,40,Pop/Dance
2454,Drake,Controlla,2016.0,41,Hip-Hop/R&B
2455,Meghan Trainor feat. John Legend,Like I'm Gonna Lose You,2016.0,42,Pop
2456,Charlie Puth,One Call Away,2016.0,43,Pop/Hip-Hop/R&B
2457,James Bay,Let It Go,2016.0,44,Pop/Hip-Hop/R&B
2458,Meghan Trainor,No,2016.0,45,Pop
2459,Zara Larsson and MNEK,Never Forget You,2016.0,46,Pop/Hip-Hop/R&B
2460,DJ Snake feat. Justin Bieber,Let Me Love You,2016.0,47,Pop/Hip-Hop/R&B
2461,Kent Jones,Don't Mind,2016.0,48,Pop/Hip-Hop/R&B
2462,Florida Georgia Line,H.O.L.Y.,2016.0,49,Pop/Hip-Hop/R&B
2463,Charlie Puth feat. Selena Gomez,We Don't Talk Anymore,2016.0,50,Pop/Hip-Hop/R&B
2464,Ed Sheeran,Shape Of You,2017.0,1,Pop/Folk
2465,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,2017.0,2,Pop/Hip-Hop/R&B
2466,Bruno Mars,That's What I Like,2017.0,3,Pop/Funk/Soul
2467,Kendrick Lamar,Humble.,2017.0,4,Hip-Hop
2468,The Chainsmokers & Coldplay,Something Just Like This,2017.0,5,Pop/Alternative
2469,Migos Featuring Lil Uzi Vert,Bad And Boujee,2017.0,6,Hip-Hop
2470,The Chainsmokers Featuring Halsey,Closer,2017.0,7,Pop/Alternative
2471,Sam Hunt,Body Like A Back Road,2017.0,8,Country/Pop
2472,Imagine Dragons,Believer,2017.0,9,Alternative Rock
2473,Post Malone Featuring Quavo,Congratulations,2017.0,10,Hip-Hop/Pop/R&B
2474,James Arthur,Say You Won't Let Go,2017.0,11,Pop/Hip-Hop/R&B
2475,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,2017.0,12,Hip-Hop
2476,Lil Uzi Vert,XO TOUR Llif3,2017.0,13,Hip-Hop
2477,Future,Mask Off,2017.0,14,Hip-Hop
2478,French Montana Featuring Swae Lee,Unforgettable,2017.0,15,Pop/Hip-Hop/R&B
2479,Bruno Mars,24K Magic,2017.0,16,Pop/Funk/Soul
2480,Zedd & Alessia Cara,Stay,2017.0,17,Pop/Hip-Hop/R&B
2481,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,2017.0,18,Pop/Hip-Hop/R&B
2482,Rae Sremmurd Featuring Gucci Mane,Black Beatles,2017.0,19,Pop/Hip-Hop/R&B
2483,The Weeknd Featuring Daft Punk,Starboy,2017.0,20,Pop/R&B
2484,Khalid,Location,2017.0,21,R&B/Pop
2485,Charlie Puth,Attention,2017.0,22,Pop/Hip-Hop/R&B
2486,Shawn Mendes,There's Nothing Holdin' Me Back,2017.0,23,Pop
2487,Cardi B,Bodak Yellow (Money Moves),2017.0,24,Hip-Hop
2488,Childish Gambino,Redbone,2017.0,25,Pop/Hip-Hop/R&B
2489,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),2017.0,26,Pop/Synth-pop
2490,Kygo x Selena Gomez,It Ain't Me,2017.0,27,Pop/Hip-Hop/R&B
2491,KYLE Featuring Lil Yachty,iSpy,2017.0,28,Hip-Hop
2492,Julia Michaels,Issues,2017.0,29,Pop/Hip-Hop/R&B
2493,Alessia Cara,Scars To Your Beautiful,2017.0,30,Pop/Hip-Hop/R&B
2494,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,2017.0,31,Pop/Hip-Hop/R&B
2495,Niall Horan,Slow Hands,2017.0,32,Pop/Hip-Hop/R&B
2496,Rihanna,Love On The Brain,2017.0,33,Pop/R&B/Dance
2497,The Weeknd Featuring Daft Punk,I Feel It Coming,2017.0,34,Pop/R&B
2498,Big Sean,Bounce Back,2017.0,35,Pop/Hip-Hop/R&B
2499,Liam Payne Featuring Quavo,Strip That Down,2017.0,36,Pop/Hip-Hop/R&B
2500,Drake,Fake Love,2017.0,37,Hip-Hop/R&B
2501,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know,2017.0,38,Pop Rock
2502,Taylor Swift,Look What You Made Me Do,2017.0,39,Pop/Synth-pop
2503,Ed Sheeran,Castle On The Hill,2017.0,40,Pop/Folk
2504,Machine Gun Kelly x Camila Cabello,Bad Things,2017.0,41,Pop/Hip-Hop/R&B
2505,The Chainsmokers,Paris,2017.0,42,Pop/Alternative
2506,Ariana Grande Featuring Nicki Minaj,Side To Side,2017.0,43,Pop/R&B
2507,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,2017.0,44,Pop/Alternative
2508,Portugal. The Man,Feel It Still,2017.0,45,Pop/Alternative
2509,DJ Snake Featuring Justin Bieber,Let Me Love You,2017.0,46,Pop/Hip-Hop/R&B
2510,Demi Lovato,Sorry Not Sorry,2017.0,47,Pop/Rock
2511,21 Savage,Bank Account,2017.0,48,Hip-Hop
2512,J Balvin & Willy William Featuring Beyonce,Mi Gente,2017.0,50,Pop/Hip-Hop/R&B
2513,Drake,God's Plan,2018.0,1,Hip-Hop/R&B
2514,Ed Sheeran,Perfect,2018.0,2,Pop/Folk
2515,Bebe Rexha & Florida Georgia Line,Meant To Be,2018.0,3,Pop/Hip-Hop/R&B
2516,Camila Cabello Featuring Young Thug,Havana,2018.0,4,Pop/Latin
2517,Post Malone Featuring 21 Savage,Rockstar,2018.0,5,Hip-Hop/Pop/R&B
2518,Post Malone Featuring Ty Dolla $ign,Psycho,2018.0,6,Hip-Hop/Pop/R&B
2519,"Cardi B, Bad Bunny & J Balvin",I Like It,2018.0,7,Pop/Hip-Hop/R&B
2520,"Zedd, Maren Morris & Grey",The Middle,2018.0,8,Pop/Hip-Hop/R&B
2521,Drake,In My Feelings,2018.0,9,Hip-Hop/R&B
2522,Maroon 5 Featuring Cardi B,Girls Like You,2018.0,10,Pop Rock
2523,Drake,Nice For What,2018.0,11,Hip-Hop/R&B
2524,Juice WRLD,Lucid Dreams,2018.0,12,Hip-Hop
2525,Post Malone,Better Now,2018.0,13,Hip-Hop/Pop/R&B
2526,Bruno Mars & Cardi B,Finesse,2018.0,14,Pop/Funk/Soul
2527,Ella Mai,Boo'd Up,2018.0,15,Pop/Hip-Hop/R&B
2528,Dua Lipa,New Rules,2018.0,16,Pop/Disco
2529,XXXTENTACION,Sad!,2018.0,17,Pop/Hip-Hop/R&B
2530,Camila Cabello,Never Be The Same,2018.0,18,Pop/Latin
2531,Khalid & Normani,Love Lies,2018.0,19,R&B/Pop
2532,Ariana Grande,No Tears Left To Cry,2018.0,20,Pop/R&B
2533,Bazzi,Mine,2018.0,21,Pop/Hip-Hop/R&B
2534,Imagine Dragons,Thunder,2018.0,22,Alternative Rock
2535,BlocBoy JB Featuring Drake,Look Alive,2018.0,23,Hip-Hop/R&B
2536,Taylor Swift,Delicate,2018.0,24,Pop/Synth-pop
2537,Lil Baby & Drake,Yes Indeed,2018.0,25,Hip-Hop/R&B
2538,Marshmello & Anne-Marie,Friends,2018.0,26,Pop/Hip-Hop/R&B
2539,Halsey,Bad At Love,2018.0,27,Pop/Alternative
2540,Tyga Featuring Offset,Taste,2018.0,28,Pop/Hip-Hop/R&B
2541,NF,Let You Down,2018.0,29,Pop/Hip-Hop/R&B
2542,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,2018.0,30,Hip-Hop
2543,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,2018.0,31,Pop/Hip-Hop/R&B
2544,Dan + Shay,Tequila,2018.0,32,Pop/Hip-Hop/R&B
2545,"Migos, Nicki Minaj & Cardi B",MotorSport,2018.0,34,Pop/Hip-Hop/R&B
2546,Lauv,I Like Me Better,2018.0,35,Pop/Hip-Hop/R&B
2547,5 Seconds Of Summer,Youngblood,2018.0,36,Pop/Hip-Hop/R&B
2548,Imagine Dragons,Whatever It Takes,2018.0,37,Alternative Rock
2549,Offset & Metro Boomin,Ric Flair Drip,2018.0,38,Pop/Hip-Hop/R&B
2550,Post Malone,I Fall Apart,2018.0,39,Hip-Hop/Pop/R&B
2551,The Weeknd & Kendrick Lamar,Pray For Me,2018.0,40,Pop/R&B
2552,Selena Gomez,Back To You,2018.0,41,Pop/Dance
2553,Travis Scott,Sicko Mode,2018.0,42,Hip-Hop
2554,Migos Featuring Drake,Walk It Talk It,2018.0,43,Hip-Hop/R&B
2555,Lil Pump,Gucci Gang,2018.0,44,Hip-Hop
2556,G-Eazy & Halsey,Him & I,2018.0,45,Pop/Hip-Hop/R&B
2557,Shawn Mendes,In My Blood,2018.0,46,Pop
2558,Kendrick Lamar & SZA,All The Stars,2018.0,47,Hip-Hop
2559,Migos,Stir Fry,2018.0,48,Hip-Hop
2560,Sam Smith,Too Good At Goodbyes,2018.0,49,Pop/Soul
2561,Kendrick Lamar Featuring Zacari,Love.,2018.0,50,Hip-Hop
2562,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,2019.0,1,Hip-Hop/Pop
2563,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),2019.0,2,Hip-Hop/Pop/R&B
2564,Halsey,Without Me,2019.0,3,Pop/Alternative
2565,Billie Eilish,Bad Guy,2019.0,4,Pop/Alternative
2566,Post Malone,Wow.,2019.0,5,Hip-Hop/Pop/R&B
2567,Marshmello & Bastille,Happier,2019.0,6,Pop/Hip-Hop/R&B
2568,Ariana Grande,7 Rings,2019.0,7,Pop/R&B
2569,Khalid,Talk,2019.0,8,R&B/Pop
2570,Jonas Brothers,Sucker,2019.0,10,Pop/Alternative
2571,Panic! At The Disco,High Hopes,2019.0,11,Alternative Rock/Pop
2572,Ariana Grande,"Thank U, Next",2019.0,12,Pop/R&B
2573,Lizzo,Truth Hurts,2019.0,13,Pop/Hip-Hop
2574,Sam Smith & Normani,Dancing With A Stranger,2019.0,14,Pop/Soul
2575,Shawn Mendes & Camila Cabello,Senorita,2019.0,15,Pop
2576,Ed Sheeran & Justin Bieber,I Don't Care,2019.0,16,Pop/Folk
2577,"benny blanco, Halsey & Khalid",Eastside,2019.0,17,Pop/Hip-Hop/R&B
2578,Meek Mill Featuring Drake,Going Bad,2019.0,18,Hip-Hop/R&B
2579,Lady Gaga & Bradley Cooper,Shallow,2019.0,19,Pop/Electronic
2580,Khalid,Better,2019.0,20,R&B/Pop
2581,Chris Brown Featuring Drake,No Guidance,2019.0,21,Hip-Hop/R&B
2582,Ava Max,Sweet But Psycho,2019.0,23,Pop/Hip-Hop/R&B
2583,DaBaby,Suge,2019.0,24,Hip-Hop
2584,J. Cole,Middle Child,2019.0,25,Hip-Hop
2585,Lil Baby & Gunna,Drip Too Hard,2019.0,26,Hip-Hop
